link,ts[deciseconds],state,errors,lat[deg/10000],lon[deg/10000],altitude[m],velocity[m/s],battery[decivolts],pyro1,pyro2
1,5600,3,8,337363,1324829,0,3,77,1,1
2,5600,3,8,337363,1324829,0,3,77,1,1
1,5601,3,8,337363,1324829,0,8,77,1,1
2,5601,3,8,337363,1324829,0,8,77,1,1
1,5602,3,8,337363,1324829,1,15,77,1,1
2,5602,3,8,337363,1324829,1,15,77,1,1
1,5603,3,8,337363,1324829,3,21,77,1,1
2,5603,3,8,337363,1324829,3,21,77,1,1
1,5604,3,8,337363,1324829,6,28,77,1,1
1,5605,3,8,337363,1324829,9,35,77,1,1
2,5605,3,8,337363,1324829,9,35,77,1,1
1,5606,3,8,337363,1324829,13,43,77,1,1
2,5607,3,8,337363,1324829,18,50,77,1,1
1,5608,3,8,337363,1324829,23,58,77,1,1
2,5608,3,8,337363,1324829,23,58,77,1,1
1,5609,3,8,337363,1324829,29,66,77,1,1
2,5609,3,8,337363,1324829,29,66,77,1,1
1,5610,3,8,337363,1324829,37,75,77,1,1
2,5610,3,8,337363,1324829,37,75,77,1,1
1,5611,3,8,337363,1324829,45,83,77,1,1
2,5611,3,8,337363,1324829,45,83,77,1,1
1,5612,3,8,337363,1324829,53,91,77,1,1
2,5612,3,8,337363,1324829,53,91,77,1,1
1,5613,3,8,337363,1324829,63,100,77,1,1
2,5613,3,8,337363,1324829,63,100,77,1,1
1,5614,3,8,337363,1324829,74,109,77,1,1
2,5614,3,8,337363,1324829,74,109,77,1,1
1,5615,3,8,337363,1324829,85,118,77,1,1
2,5615,3,8,337363,1324829,85,118,77,1,1
1,5616,3,8,337363,1324829,98,127,77,1,1
2,5616,3,8,337363,1324829,98,127,77,1,1
2,5618,3,8,337363,1324829,124,144,77,1,1
1,5620,3,8,337363,1324829,153,160,77,1,1
2,5620,3,8,337363,1324829,153,160,77,1,1
1,5621,3,8,337363,1324829,169,168,77,1,1
2,5621,3,8,337363,1324829,169,168,77,1,1
1,5622,3,8,337363,1324829,184,175,78,1,1
1,5623,3,8,337363,1324829,201,182,77,1,1
2,5623,3,8,337363,1324829,201,182,77,1,1
1,5624,3,8,337363,1324829,217,188,77,1,1
