500, 1012
500, 1014
500, 1013
500, 1013
500, 1014
500, 1013
500, 1014
500, 1015
500, 1015
500, 1014
500, 1014
500, 1012
500, 1015
500, 1015
500, 1015
500, 1014
500, 1012
500, 1012
500, 1013
550, 1009
550, 1009
550, 1009
550, 1007
550, 1006
550, 1007
550, 1008
550, 1007
550, 1005
550, 1005
550, 1004
550, 1005
550, 1005
550, 1005
550, 1003
550, 1004
550, 1004
550, 1005
550, 1004
600, 1006
600, 1006
600, 1004
600, 1004
600, 1005
600, 1007
600, 1005
600, 1005
600, 1005
600, 1006
600, 1006
600, 1006
600, 1005
600, 1006
600, 1007
600, 1007
600, 1004
600, 1005
600, 1004
650, 1014
650, 1014
650, 1015
650, 1015
650, 1012
650, 1014
650, 1015
650, 1015
650, 1015
650, 1015
650, 1015
650, 1015
650, 1015
650, 1014
650, 1015
650, 1014
650, 1013
650, 1014
650, 1014
700, 1012
700, 1013
700, 1011
700, 1013
700, 1013
700, 1013
700, 1013
700, 1014
700, 1013
700, 1013
700, 1013
700, 1014
700, 1013
700, 1013
700, 1012
700, 1013
700, 1013
700, 1013
700, 1012
750, 1015
750, 1013
750, 1013
750, 1014
750, 1013
750, 1014
750, 1013
750, 1014
750, 1016
750, 1014
750, 1014
750, 1015
750, 1014
750, 1013
750, 1013
750, 1015
750, 1015
750, 1013
750, 1014
800, 1015
800, 1014
800, 1014
800, 1015
800, 1013
800, 1013
800, 1013
800, 1014
800, 1013
800, 1014
800, 1015
800, 1013
800, 1014
800, 1014
800, 1012
800, 1013
800, 1014
800, 1014
800, 1013
850, 1013
850, 1014
850, 1013
850, 1013
850, 1014
850, 1014
850, 1014
850, 1014
850, 1012
850, 1013
850, 1013
850, 1013
850, 1013
850, 1014
850, 1014
850, 1015
850, 1015
850, 1016
850, 1015
900, 995
900, 995
900, 995
900, 995
900, 996
900, 996
900, 995
900, 995
900, 995
900, 994
900, 994
900, 994
900, 995
900, 995
900, 995
900, 995
900, 995
900, 996
900, 995
950, 1010
950, 1010
950, 1010
950, 1011
950, 1010
950, 1009
950, 1009
950, 1008
950, 1009
950, 1009
950, 1009
950, 1009
950, 1009
950, 1007
950, 1008
950, 1008
950, 1009
950, 1009
950, 1009
1000, 990
1000, 989
1000, 990
1000, 988
1000, 987
1000, 987
1000, 986
1000, 987
1000, 986
1000, 986
1000, 987
1000, 989
1000, 988
1000, 989
1000, 988
1000, 990
1000, 988
1000, 988
1000, 987
1050, 1011
1050, 1012
1050, 1011
1050, 1011
1050, 1013
1050, 1013
1050, 1013
1050, 1012
1050, 1014
1050, 1014
1050, 1013
1050, 1012
1050, 1013
1050, 1013
1050, 1013
1050, 1013
1050, 1012
1050, 1013
1050, 1011
1100, 1015
1100, 1015
1100, 1015
1100, 1016
1100, 1014
1100, 1012
1100, 1012
1100, 1013
1100, 1013
1100, 1014
1100, 1013
1100, 1012
1100, 1013
1100, 1013
1100, 1013
1100, 1012
1100, 1013
1100, 1013
1100, 1014
1150, 1015
1150, 1014
1150, 1015
1150, 1014
1150, 1015
1150, 1014
1150, 1014
1150, 1014
1150, 1014
1150, 1015
1150, 1013
1150, 1013
1150, 1016
1150, 1016
1150, 1015
1150, 1016
1150, 1016
1150, 1015
1150, 1015
1200, 1013
1200, 1014
1200, 1014
1200, 1014
1200, 1013
1200, 1015
1200, 1016
1200, 1015
1200, 1013
1200, 1011
1200, 1012
1200, 1014
1200, 1015
1200, 1013
1200, 1013
1200, 1013
1200, 1014
1200, 1014
1200, 1013
1250, 1013
1250, 1012
1250, 1012
1250, 1012
1250, 1013
1250, 1014
1250, 1014
1250, 1012
1250, 1013
1250, 1013
1250, 1013
1250, 1014
1250, 1013
1250, 1012
1250, 1011
1250, 1012
1250, 1014
1250, 1014
1250, 1015
1300, 1015
1300, 1014
1300, 1013
1300, 1013
1300, 1015
1300, 1016
1300, 1015
1300, 1013
1300, 1014
1300, 1013
1300, 1014
1300, 1015
1300, 1015
1300, 1015
1300, 1015
1300, 1013
1300, 1014
1300, 1014
1300, 1014
1350, 1014
1350, 1013
1350, 1014
1350, 1012
1350, 1012
1350, 1012
1350, 1013
1350, 1013
1350, 1012
1350, 1011
1350, 1014
1350, 1014
1350, 1013
1350, 1012
1350, 1014
1350, 1016
1350, 1015
1350, 1013
1350, 1015
1400, 1013
1400, 1013
1400, 1013
1400, 1013
1400, 1014
1400, 1015
1400, 1014
1400, 1014
1400, 1012
1400, 1013
1400, 1012
1400, 1013
1400, 1014
1400, 1014
1400, 1013
1400, 1015
1400, 1015
1400, 1014
1400, 1014
1450, 1014
1450, 1015
1450, 1014
1450, 1013
1450, 1013
1450, 1013
1450, 1012
1450, 1014
1450, 1013
1450, 1014
1450, 1014
1450, 1015
1450, 1013
1450, 1013
1450, 1014
1450, 1014
1450, 1014
1450, 1013
1450, 1012
1500, 1013
1500, 1013
1500, 1013
1500, 1013
1500, 1014
1500, 1014
1500, 1013
1500, 1013
1500, 1014
1500, 1013
1500, 1013
1500, 1014
1500, 1014
1500, 1014
1500, 1013
1500, 1014
1500, 1013
1500, 1013
1500, 1014
1550, 1012
1550, 1012
1550, 1012
1550, 1013
1550, 1014
1550, 1013
1550, 1012
1550, 1014
1550, 1013
1550, 1013
1550, 1012
1550, 1013
1550, 1013
1550, 1012
1550, 1014
1550, 1016
1550, 1013
1550, 1014
1550, 1015
1600, 1014
1600, 1015
1600, 1014
1600, 1013
1600, 1013
1600, 1015
1600, 1013
1600, 1016
1600, 1017
1600, 1015
1600, 1014
1600, 1014
1600, 1013
1600, 1013
1600, 1013
1600, 1013
1600, 1014
1600, 1013
1600, 1012
1650, 1015
1650, 1015
1650, 1014
1650, 1013
1650, 1013
1650, 1015
1650, 1014
1650, 1013
1650, 1014
1650, 1014
1650, 1015
1650, 1016
1650, 1014
1650, 1014
1650, 1014
1650, 1014
1650, 1015
1650, 1015
1650, 1013
1700, 1015
1700, 1016
1700, 1014
1700, 1013
1700, 1014
1700, 1015
1700, 1016
1700, 1015
1700, 1016
1700, 1014
1700, 1014
1700, 1013
1700, 1014
1700, 1014
1700, 1014
1700, 1014
1700, 1016
1700, 1014
1700, 1013
1750, 1013
1750, 1013
1750, 1014
1750, 1015
1750, 1015
1750, 1014
1750, 1014
1750, 1012
1750, 1013
1750, 1014
1750, 1015
1750, 1015
1750, 1015
1750, 1015
1750, 1015
1750, 1015
1750, 1013
1750, 1013
1750, 1014
1800, 1013
1800, 1014
1800, 1015
1800, 1014
1800, 1014
1800, 1013
1800, 1013
1800, 1014
1800, 1012
1800, 1012
1800, 1012
1800, 1012
1800, 1013
1800, 1013
1800, 1015
1800, 1014
1800, 1015
1800, 1014
1800, 1014
1850, 1014
1850, 1013
1850, 1014
1850, 1013
1850, 1012
1850, 1012
1850, 1012
1850, 1012
1850, 1012
1850, 1011
1850, 1012
1850, 1012
1850, 1013
1850, 1013
1850, 1013
1850, 1013
1850, 1013
1850, 1012
1850, 1012
1900, 1015
1900, 1015
1900, 1014
1900, 1014
1900, 1015
1900, 1015
1900, 1015
1900, 1013
1900, 1014
1900, 1012
1900, 1014
1900, 1013
1900, 1014
1900, 1014
1900, 1014
1900, 1012
1900, 1013
1900, 1013
1900, 1013
1950, 1013
1950, 1013
1950, 1011
1950, 1010
1950, 1012
1950, 1013
1950, 1012
1950, 1013
1950, 1015
1950, 1016
1950, 1012
1950, 1014
1950, 1017
1950, 1016
1950, 1013
1950, 1015
1950, 1015
1950, 1015
1950, 1014
2000, 1016
2000, 1016
2000, 1016
2000, 1017
2000, 1016
2000, 1014
2000, 1012
2000, 1011
2000, 1014
2000, 1014
2000, 1013
2000, 1012
2000, 1013
2000, 1012
