,ts,altitude_agl
266,121539,2251.376708984375
267,121549,2251.456298828125
268,121559,2253.591064453125
269,121569,2249.24755859375
270,121579,2249.24755859375
271,121589,2253.791259765625
272,121599,2251.376708984375
273,121609,2251.456298828125
274,121619,2253.791259765625
275,121629,2251.456298828125
276,121639,2249.24755859375
277,121649,2251.65625
278,121659,2253.791259765625
279,121669,2251.376708984375
280,121679,2251.456298828125
281,121689,2249.24755859375
282,121699,2251.65625
283,121709,2253.591064453125
284,121719,2253.591064453125
285,121729,2253.791259765625
286,121739,2251.456298828125
287,121749,2251.65625
288,121759,2251.376708984375
289,121769,2249.24755859375
290,121779,2251.376708984375
291,121789,2251.376708984375
292,121799,2253.591064453125
293,121809,2253.591064453125
294,121819,2251.376708984375
295,121829,2253.591064453125
296,121839,2251.456298828125
297,121849,2251.456298828125
298,121859,2253.791259765625
299,121869,2253.791259765625
300,121879,2251.376708984375
301,121889,2251.456298828125
302,121899,2251.376708984375
303,121909,2251.456298828125
304,121919,2249.047119140625
305,121929,2251.456298828125
306,121939,2253.31591796875
307,121949,2251.456298828125
308,121959,2253.791259765625
309,121969,2251.65625
310,121979,2253.791259765625
311,121989,2251.376708984375
312,121999,2251.376708984375
313,122009,2251.456298828125
314,122019,2251.456298828125
315,122029,2256.00537109375
316,122039,2251.456298828125
317,122049,2251.376708984375
318,122059,2253.591064453125
319,122069,2253.591064453125
320,122079,2251.376708984375
321,122089,2251.456298828125
322,122099,2251.456298828125
323,122109,2251.376708984375
324,122119,2253.791259765625
325,122129,2251.456298828125
326,122139,2251.456298828125
327,122149,2251.376708984375
328,122159,2251.376708984375
329,122169,2251.376708984375
330,122179,2251.101318359375
331,122189,2251.456298828125
332,122199,2251.456298828125
333,122209,2251.376708984375
334,122219,2253.791259765625
335,122229,2253.791259765625
336,122239,2253.791259765625
337,122249,2253.791259765625
338,122259,2251.101318359375
339,122269,2251.376708984375
340,122279,2253.591064453125
341,122289,2253.591064453125
342,122299,2253.791259765625
343,122309,2253.791259765625
344,122319,2253.591064453125
345,122329,2251.376708984375
346,122339,2251.376708984375
347,122349,2253.591064453125
348,122359,2255.805419921875
349,122369,2251.376708984375
350,122379,2253.591064453125
351,122389,2251.456298828125
352,122399,2253.791259765625
353,122409,2251.456298828125
354,122419,2253.591064453125
355,122429,2251.376708984375
356,122439,2249.24755859375
357,122449,2253.591064453125
358,122459,2251.456298828125
359,122469,2253.591064453125
360,122479,2253.591064453125
361,122489,2249.24755859375
362,122499,2251.456298828125
363,122509,2253.31591796875
364,122519,2251.376708984375
365,122529,2251.376708984375
366,122539,2251.376708984375
367,122549,2253.791259765625
368,122559,2251.376708984375
369,122569,2253.31591796875
370,122579,2253.591064453125
371,122589,2251.376708984375
372,122599,2255.5302734375
373,122609,2255.805419921875
374,122619,2251.376708984375
375,122629,2251.101318359375
376,122639,2251.376708984375
377,122649,2253.31591796875
378,122659,2253.591064453125
379,122669,2251.456298828125
380,122679,2251.376708984375
381,122689,2253.591064453125
382,122699,2253.31591796875
383,122709,2251.456298828125
384,122719,2253.11572265625
385,122729,2253.591064453125
386,122739,2251.101318359375
387,122749,2251.376708984375
388,122759,2251.376708984375
389,122769,2257.865478515625
390,122779,2253.11572265625
391,122789,2249.047119140625
392,122799,2253.591064453125
393,122809,2251.376708984375
394,122819,2255.805419921875
395,122829,2253.591064453125
396,122839,2253.31591796875
397,122849,2253.591064453125
398,122859,2251.376708984375
399,122869,2253.591064453125
400,122879,2251.376708984375
401,122889,2253.591064453125
402,122899,2253.591064453125
403,122909,2251.376708984375
404,122919,2253.31591796875
405,122929,2253.591064453125
406,122939,2253.31591796875
407,122949,2253.31591796875
408,122959,2251.101318359375
409,122969,2253.11572265625
410,122979,2251.376708984375
411,122989,2251.376708984375
412,122999,2253.31591796875
413,123009,2251.101318359375
414,123019,2253.31591796875
415,123029,2251.376708984375
416,123039,2253.31591796875
417,123049,2251.376708984375
418,123059,2251.101318359375
419,123069,2253.31591796875
420,123079,2253.591064453125
421,123089,2255.5302734375
422,123099,2255.805419921875
423,123109,2253.31591796875
424,123119,2250.906494140625
425,123129,2253.31591796875
426,123139,2253.31591796875
427,123149,2251.376708984375
428,123159,2253.31591796875
429,123169,2253.31591796875
430,123179,2253.591064453125
431,123189,2253.31591796875
432,123199,2255.805419921875
433,123209,2253.31591796875
434,123219,2251.101318359375
435,123229,2253.31591796875
436,123239,2251.376708984375
437,123249,2253.11572265625
438,123259,2251.101318359375
439,123269,2253.31591796875
440,123279,2253.31591796875
441,123289,2253.31591796875
442,123299,2255.805419921875
443,123309,2251.376708984375
444,123319,2251.101318359375
445,123329,2251.101318359375
446,123339,2253.11572265625
447,123349,2253.31591796875
448,123359,2253.11572265625
449,123369,2253.31591796875
450,123379,2251.101318359375
451,123389,2255.5302734375
452,123399,2251.376708984375
453,123409,2253.591064453125
454,123419,2250.906494140625
455,123429,2253.31591796875
456,123439,2253.31591796875
457,123449,2253.31591796875
458,123459,2251.376708984375
459,123469,2253.591064453125
460,123479,2251.101318359375
461,123489,2255.450927734375
462,123499,2255.450927734375
463,123509,2253.31591796875
464,123519,2251.101318359375
465,123529,2253.31591796875
466,123539,2253.11572265625
467,123549,2253.31591796875
468,123559,2253.591064453125
469,123569,2255.5302734375
470,123579,2251.101318359375
471,123589,2253.11572265625
472,123599,2253.11572265625
473,123609,2253.31591796875
474,123619,2255.450927734375
475,123629,2251.101318359375
476,123639,2248.88671875
477,123649,2253.31591796875
478,123659,2253.591064453125
479,123669,2251.101318359375
480,123679,2251.101318359375
481,123689,2253.31591796875
482,123699,2253.591064453125
483,123709,2251.101318359375
484,123719,2251.101318359375
485,123729,2255.5302734375
486,123739,2250.906494140625
487,123749,2253.11572265625
488,123759,2253.31591796875
489,123769,2251.101318359375
490,123779,2251.101318359375
491,123789,2255.5302734375
492,123799,2253.31591796875
493,123809,2253.11572265625
494,123819,2253.31591796875
495,123829,2255.450927734375
496,123839,2251.101318359375
497,123849,2253.11572265625
498,123859,2253.11572265625
499,123869,2255.5302734375
500,123879,2253.11572265625
501,123889,2251.101318359375
502,123899,2255.450927734375
503,123909,2253.11572265625
504,123919,2253.11572265625
505,123929,2250.906494140625
506,123939,2250.906494140625
507,123949,2253.11572265625
508,123959,2253.11572265625
509,123969,2253.11572265625
510,123979,2253.591064453125
511,123989,2255.5302734375
512,123999,2253.11572265625
513,124009,2255.450927734375
514,124019,2253.11572265625
515,124029,2253.11572265625
516,124039,2255.450927734375
517,124049,2253.31591796875
518,124059,2255.2509765625
519,124069,2250.906494140625
520,124079,2250.906494140625
521,124089,2253.0361328125
522,124099,2253.591064453125
523,124109,2253.11572265625
524,124119,2253.0361328125
525,124129,2253.31591796875
526,124139,2250.906494140625
527,124149,2253.11572265625
528,124159,2253.0361328125
529,124169,2253.11572265625
530,124179,2250.906494140625
531,124189,2253.11572265625
532,124199,2251.101318359375
533,124209,2253.11572265625
534,124219,2255.450927734375
535,124229,2253.11572265625
536,124239,2251.101318359375
537,124249,2253.11572265625
538,124259,2253.11572265625
539,124269,2255.450927734375
540,124279,2253.0361328125
541,124289,2253.11572265625
542,124299,2253.11572265625
543,124309,2253.11572265625
544,124319,2253.11572265625
545,124329,2255.5302734375
546,124339,2255.051025390625
547,124349,2250.7060546875
548,124359,2250.7060546875
549,124369,2253.0361328125
550,124379,2253.11572265625
551,124389,2253.31591796875
552,124399,2253.31591796875
553,124409,2255.450927734375
554,124419,2253.0361328125
555,124429,2255.450927734375
556,124439,2257.465576171875
557,124449,2250.906494140625
558,124459,2253.31591796875
559,124469,2253.11572265625
560,124479,2255.2509765625
561,124489,2250.906494140625
562,124499,2255.2509765625
563,124509,2253.11572265625
564,124519,2250.906494140625
565,124529,2253.31591796875
566,124539,2255.450927734375
567,124549,2253.0361328125
568,124559,2250.906494140625
569,124569,2255.2509765625
570,124579,2253.0361328125
571,124589,2253.31591796875
572,124599,2255.450927734375
573,124609,2255.450927734375
574,124619,2253.11572265625
575,124629,2253.0361328125
576,124639,2253.11572265625
577,124649,2250.906494140625
578,124659,2250.7060546875
579,124669,2255.2509765625
580,124679,2250.906494140625
581,124689,2255.450927734375
582,124699,2255.450927734375
583,124709,2255.450927734375
584,124719,2253.0361328125
585,124729,2253.0361328125
586,124739,2253.11572265625
587,124749,2255.450927734375
588,124759,2250.906494140625
589,124769,2255.2509765625
590,124779,2255.2509765625
591,124789,2252.8359375
592,124799,2253.11572265625
593,124809,2253.11572265625
594,124819,2250.906494140625
595,124829,2250.906494140625
596,124839,2253.11572265625
597,124849,2253.0361328125
598,124859,2253.0361328125
599,124869,2253.11572265625
600,124879,2257.66552734375
601,124889,2253.0361328125
602,124899,2250.906494140625
603,124909,2253.11572265625
604,124919,2255.2509765625
605,124929,2255.2509765625
606,124939,2253.0361328125
607,124949,2253.11572265625
608,124959,2255.450927734375
609,124969,2255.450927734375
610,124979,2250.906494140625
611,124989,2253.0361328125
612,124999,2255.450927734375
613,125009,2250.7060546875
614,125019,2255.2509765625
615,125029,2255.450927734375
616,125039,2252.8359375
617,125049,2253.0361328125
618,125059,2255.2509765625
619,125069,2255.450927734375
620,125079,2253.11572265625
621,125089,2255.051025390625
622,125099,2255.5302734375
623,125109,2250.906494140625
624,125119,2255.2509765625
625,125129,2255.2509765625
626,125139,2253.11572265625
627,125149,2253.0361328125
628,125159,2255.450927734375
629,125169,2253.0361328125
630,125179,2252.8359375
631,125189,2253.11572265625
632,125199,2250.7060546875
633,125209,2255.2509765625
634,125219,2255.450927734375
635,125229,2253.11572265625
636,125239,2255.450927734375
637,125249,2253.0361328125
638,125259,2255.051025390625
639,125269,2255.2509765625
640,125279,2255.2509765625
641,125289,2255.2509765625
642,125299,2250.7060546875
643,125309,2255.2509765625
644,125319,2255.2509765625
645,125329,2255.2509765625
646,125339,2253.11572265625
647,125349,2255.051025390625
648,125359,2255.450927734375
649,125369,2255.051025390625
650,125379,2255.051025390625
651,125389,2252.8359375
652,125399,2252.8359375
653,125409,2255.2509765625
654,125419,2257.465576171875
655,125429,2255.2509765625
656,125439,2253.0361328125
657,125449,2257.465576171875
658,125459,2255.051025390625
659,125469,2255.2509765625
660,125479,2252.8359375
661,125489,2257.465576171875
662,125499,2255.2509765625
663,125509,2257.465576171875
664,125519,2253.0361328125
665,125529,2255.051025390625
666,125539,2252.8359375
667,125549,2255.2509765625
668,125559,2257.265869140625
669,125569,2252.8359375
670,125579,2255.2509765625
671,125589,2255.2509765625
672,125599,2257.465576171875
673,125609,2257.465576171875
674,125619,2257.465576171875
675,125629,2255.2509765625
676,125639,2253.0361328125
677,125649,2255.051025390625
678,125659,2255.051025390625
679,125669,2255.2509765625
680,125679,2255.051025390625
681,125689,2257.465576171875
682,125699,2253.0361328125
683,125709,2257.265869140625
684,125719,2252.8359375
685,125729,2255.051025390625
686,125739,2253.0361328125
687,125749,2255.2509765625
688,125759,2255.051025390625
689,125769,2255.051025390625
690,125779,2254.775390625
691,125789,2257.465576171875
692,125799,2254.775390625
693,125809,2255.2509765625
694,125819,2253.0361328125
695,125829,2255.051025390625
696,125839,2252.8359375
697,125849,2255.051025390625
698,125859,2255.051025390625
699,125869,2255.051025390625
700,125879,2255.450927734375
701,125889,2255.051025390625
702,125899,2257.465576171875
703,125909,2257.265869140625
704,125919,2250.7060546875
705,125929,2253.0361328125
706,125939,2255.2509765625
707,125949,2257.265869140625
708,125959,2253.0361328125
709,125969,2255.051025390625
710,125979,2252.8359375
711,125989,2255.051025390625
712,125999,2255.051025390625
713,126009,2255.051025390625
714,126019,2254.775390625
715,126029,2257.265869140625
716,126039,2255.051025390625
717,126049,2255.2509765625
718,126059,2255.051025390625
719,126069,2255.051025390625
720,126079,2255.051025390625
721,126089,2255.051025390625
722,126099,2254.775390625
723,126109,2257.465576171875
724,126119,2252.8359375
725,126129,2257.265869140625
726,126139,2255.2509765625
727,126149,2255.051025390625
728,126159,2256.990478515625
729,126169,2255.051025390625
730,126179,2257.265869140625
731,126189,2255.051025390625
732,126199,2255.051025390625
733,126209,2252.560302734375
734,126219,2255.051025390625
735,126229,2252.8359375
736,126239,2257.265869140625
737,126249,2256.990478515625
738,126259,2256.990478515625
739,126269,2257.265869140625
740,126279,2257.465576171875
741,126289,2255.051025390625
742,126299,2254.775390625
743,126309,2254.775390625
744,126319,2257.265869140625
745,126329,2257.265869140625
746,126339,2255.051025390625
747,126349,2255.051025390625
748,126359,2255.051025390625
749,126369,2255.051025390625
750,126379,2255.051025390625
751,126389,2255.051025390625
752,126399,2257.265869140625
753,126409,2255.051025390625
754,126419,2256.990478515625
755,126429,2259.6015625
756,126439,2257.465576171875
757,126449,2252.560302734375
758,126459,2255.051025390625
759,126469,2257.265869140625
760,126479,2256.990478515625
761,126489,2255.051025390625
762,126499,2257.265869140625
763,126509,2257.465576171875
764,126519,2257.265869140625
765,126529,2257.265869140625
766,126539,2254.775390625
767,126549,2256.990478515625
768,126559,2257.265869140625
769,126569,2257.265869140625
770,126579,2256.990478515625
771,126589,2259.325927734375
772,126599,2256.990478515625
773,126609,2256.990478515625
774,126619,2254.775390625
775,126629,2257.465576171875
776,126639,2257.265869140625
777,126649,2256.990478515625
778,126659,2259.325927734375
779,126669,2257.265869140625
780,126679,2256.990478515625
781,126689,2257.265869140625
782,126699,2257.265869140625
783,126709,2259.325927734375
784,126719,2259.6015625
785,126729,2257.265869140625
786,126739,2257.465576171875
787,126749,2256.990478515625
788,126759,2256.990478515625
789,126769,2256.990478515625
790,126779,2256.911376953125
791,126789,2256.990478515625
792,126799,2257.265869140625
793,126809,2257.265869140625
794,126819,2255.051025390625
795,126829,2256.990478515625
796,126839,2254.775390625
797,126849,2256.990478515625
798,126859,2255.051025390625
799,126869,2257.265869140625
800,126879,2255.051025390625
801,126889,2256.990478515625
802,126899,2254.575439453125
803,126909,2254.775390625
804,126919,2257.265869140625
805,126929,2254.775390625
806,126939,2256.990478515625
807,126949,2256.911376953125
808,126959,2255.051025390625
809,126969,2254.575439453125
810,126979,2256.990478515625
811,126989,2256.990478515625
812,126999,2252.560302734375
813,127009,2254.575439453125
814,127019,2254.775390625
815,127029,2254.575439453125
816,127039,2254.775390625
817,127049,2256.990478515625
818,127059,2256.990478515625
819,127069,2255.051025390625
820,127079,2257.265869140625
821,127089,2254.775390625
822,127099,2254.575439453125
823,127109,2254.575439453125
824,127119,2252.560302734375
825,127129,2254.775390625
826,127139,2254.575439453125
827,127149,2254.775390625
828,127159,2255.051025390625
829,127169,2254.775390625
830,127179,2254.775390625
831,127189,2254.575439453125
832,127199,2254.575439453125
833,127209,2256.911376953125
834,127219,2255.051025390625
835,127229,2254.775390625
836,127239,2250.150634765625
837,127249,2252.3603515625
838,127259,2254.775390625
839,127269,2252.560302734375
840,127279,2252.3603515625
841,127289,2254.575439453125
842,127299,2250.34521484375
843,127309,2254.775390625
844,127319,2252.560302734375
845,127329,2252.3603515625
846,127339,2254.775390625
847,127349,2252.3603515625
848,127359,2252.560302734375
849,127369,2252.560302734375
850,127379,2252.3603515625
851,127389,2254.495849609375
852,127399,2252.560302734375
853,127409,2254.775390625
854,127419,2252.3603515625
855,127429,2252.3603515625
856,127439,2252.165283203125
857,127449,2252.3603515625
858,127459,2245.605224609375
859,127469,2247.8203125
860,127479,2247.8203125
861,127489,2247.8203125
862,127499,2247.8203125
863,127509,2247.73486328125
864,127519,2247.73486328125
865,127529,2247.8203125
866,127539,2247.8203125
867,127549,2247.73486328125
868,127559,2247.73486328125
869,127569,2247.73486328125
870,127579,2245.404296875
871,127589,2243.194580078125
872,127599,2243.194580078125
873,127609,2245.404296875
874,127619,2245.209228515625
875,127629,2245.404296875
876,127639,2245.404296875
877,127649,2243.194580078125
878,127659,2243.194580078125
879,127669,2240.984619140625
880,127679,2242.993896484375
881,127689,2245.404296875
882,127699,2240.984619140625
883,127709,2240.984619140625
884,127719,2240.78369140625
885,127729,2238.57373046875
886,127739,2240.78369140625
887,127749,2240.78369140625
888,127759,2238.57373046875
889,127769,2238.57373046875
890,127779,2238.57373046875
891,127789,2236.4443359375
892,127799,2236.248779296875
893,127809,2236.248779296875
894,127819,2236.248779296875
895,127829,2236.248779296875
896,127839,2238.654296875
897,127849,2236.248779296875
898,127859,2236.4443359375
899,127869,2234.234619140625
900,127879,2238.57373046875
901,127889,2236.248779296875
902,127899,2234.03857421875
903,127909,2236.248779296875
904,127919,2234.03857421875
905,127929,2233.76220703125
906,127939,2231.828857421875
907,127949,2236.248779296875
908,127959,2233.566162109375
909,127969,2234.03857421875
910,127979,2234.234619140625
911,127989,2233.76220703125
912,127999,2231.828857421875
913,128009,2231.828857421875
914,128019,2231.90966796875
915,128029,2231.55224609375
916,128039,2234.03857421875
917,128049,2234.03857421875
918,128059,2233.76220703125
919,128069,2231.828857421875
920,128079,2236.248779296875
921,128089,2231.55224609375
922,128099,2231.828857421875
923,128109,2231.55224609375
924,128119,2231.828857421875
925,128129,2231.55224609375
926,128139,2234.03857421875
927,128149,2231.828857421875
928,128159,2231.828857421875
929,128169,2231.828857421875
930,128179,2231.828857421875
931,128189,2231.828857421875
932,128199,2231.90966796875
933,128209,2234.03857421875
934,128219,2231.55224609375
935,128229,2231.828857421875
936,128239,2229.503662109375
937,128249,2229.22705078125
938,128259,2231.828857421875
939,128269,2231.828857421875
940,128279,2227.0224609375
941,128289,2231.55224609375
942,128296,2229.22705078125
943,128309,2229.22705078125
944,128319,2229.503662109375
945,128329,2231.828857421875
946,128339,2229.22705078125
947,128349,2227.29345703125
948,128359,2220.76171875
949,128369,2220.559326171875
950,128379,2215.87890625
951,128389,2213.559326171875
952,128399,2211.626220703125
953,128409,2209.312255859375
954,128419,2202.787109375
955,128429,2200.39013671875
956,128439,2197.9189453125
957,128449,2189.00732421875
958,128459,2180.469482421875
959,128469,2168.919677734375
960,128479,2162.5078125
961,128489,2149.15478515625
962,128499,2137.650146484375
963,128509,2122.52001953125
964,128519,2116.082763671875
965,128529,2108.968505859375
966,128539,2102.332763671875
967,128549,2091.640625
968,128559,2091.730712890625
969,128569,2085.021728515625
970,128579,2089.359375
971,128589,2091.640625
972,128599,2096.183349609375
973,128609,2097.989501953125
974,128619,2102.332763671875
975,128629,2100.161376953125
976,128639,2102.608154296875
977,128649,2107.066650390625
978,128659,2104.978759765625
979,128669,2109.23828125
980,128679,2113.701904296875
981,128689,2115.604248046875
982,128699,2117.896484375
983,128709,2122.723388671875
984,128719,2120.635009765625
985,128729,2124.900146484375
986,128739,2129.171875
987,128749,2126.99462890625
988,128759,2133.73388671875
989,128769,2135.8291015625
990,128779,2133.936767578125
991,128789,2138.01171875
992,128799,2144.87646484375
993,128809,2144.674560546875
994,128819,2147.058837890625
995,128829,2149.3564453125
996,128839,2149.55810546875
997,128849,2153.732177734375
998,128859,2156.115966796875
999,128869,2156.115966796875
1000,128879,2158.217529296875
1001,128889,2158.217529296875
1002,128899,2158.418701171875
1003,128909,2160.405517578125
1004,128919,2164.902099609375
1005,128929,2162.70849609375
1006,128939,2162.5078125
1007,128949,2167.08984375
1008,128959,2169.392822265625
1009,128969,2169.392822265625
1010,128979,2169.392822265625
1011,128989,2171.786376953125
1012,128999,2171.586181640625
1013,129009,2173.979736328125
1014,129019,2171.786376953125
1015,129029,2173.979736328125
1016,129039,2175.972900390625
1017,129049,2175.972900390625
1018,129059,2175.972900390625
1019,129069,2178.276123046875
1020,129079,2173.979736328125
1021,129089,2180.469482421875
1022,129099,2180.469482421875
1023,129109,2180.469482421875
1024,129119,2176.1728515625
1025,129129,2178.076416015625
1026,129139,2178.481201171875
1027,129149,2178.276123046875
1028,129159,2180.469482421875
1029,129169,2178.276123046875
1030,129179,2178.276123046875
1031,129189,2175.972900390625
1032,129199,2182.66845703125
1033,129209,2180.27001953125
1034,129219,2178.076416015625
1035,129229,2178.076416015625
1036,129239,2182.66845703125
1037,129249,2184.777587890625
1038,129259,2182.584228515625
1039,129269,2182.584228515625
1040,129279,2182.66845703125
1041,129289,2182.584228515625
1042,129299,2185.17626953125
1043,129309,2184.505126953125
1044,129319,2184.777587890625
1045,129329,2186.97119140625
1046,129339,2186.97119140625
1047,129349,2189.368896484375
1048,129359,2179.9970703125
1049,129369,2180.469482421875
1050,129379,2180.27001953125
1051,129389,2178.276123046875
1052,129399,2175.8828125
1053,129409,2178.276123046875
1054,129419,2175.972900390625
1055,129429,2175.972900390625
1056,129439,2175.972900390625
1057,129449,2175.972900390625
1058,129459,2175.972900390625
1059,129469,2175.8828125
1060,129479,2175.8828125
1061,129489,2175.8828125
1062,129499,2173.57958984375
1063,129509,2173.57958984375
1064,129519,2175.8828125
1065,129529,2175.8828125
1066,129539,2177.803466796875
1067,129549,2178.276123046875
1068,129559,2182.66845703125
1069,129569,2178.076416015625
1070,129579,2180.27001953125
1071,129589,2182.584228515625
1072,129599,2180.27001953125
1073,129609,2184.976806640625
1074,129619,2184.777587890625
1075,129629,2184.976806640625
1076,129639,2184.777587890625
1077,129649,2189.368896484375
1078,129659,2187.170166015625
1079,129669,2184.976806640625
