,flight_sensor_id,signal_type,t,value
118,1ec96258-c5b0-4ace-b138-d4b6ebb94077,acceleration_x,0.1503110000000001,[63.53259111]
119,294906ee-7119-43a0-8b2d-960a8b5b3d34,acceleration_x,0.1503110000000001,[64.5766762]
120,22752219-cefa-4fea-8cbb-590e90be031b,acceleration_x,0.1503110000000001,[66.09765032]
121,21bc6e03-949d-4895-bdc5-3813f477c650,pressure,0.1503110000000001,[89995.81775306]
122,3c25aa65-242d-4527-b812-75d7b481ee66,pressure,0.1503110000000001,[90007.585233]
123,5e32df81-1a9f-4453-973c-42dc35df8763,pressure,0.1503110000000001,[90018.33600126]
124,cd4c5737-afe1-4d57-8744-e9d47648f074,temperature,0.1503110000000001,[20.37822637]
125,eab2f675-3fc2-40ce-a371-b1a2ea1c9c7d,temperature,0.1503110000000001,[19.30645497]
126,94e18422-443a-46a7-9bfc-476da6236470,temperature,0.1503110000000001,[20.10190523]
127,1ec96258-c5b0-4ace-b138-d4b6ebb94077,acceleration_x,0.16031100000000012,[65.01658535]
128,294906ee-7119-43a0-8b2d-960a8b5b3d34,acceleration_x,0.16031100000000012,[63.09291887]
129,22752219-cefa-4fea-8cbb-590e90be031b,acceleration_x,0.16031100000000012,[64.64050667]
130,21bc6e03-949d-4895-bdc5-3813f477c650,pressure,0.16031100000000012,[89999.99171037]
131,3c25aa65-242d-4527-b812-75d7b481ee66,pressure,0.16031100000000012,[89965.54704811]
132,5e32df81-1a9f-4453-973c-42dc35df8763,pressure,0.16031100000000012,[89981.72835074]
133,cd4c5737-afe1-4d57-8744-e9d47648f074,temperature,0.16031100000000012,[19.79083781]
134,eab2f675-3fc2-40ce-a371-b1a2ea1c9c7d,temperature,0.16031100000000012,[20.22359714]
135,94e18422-443a-46a7-9bfc-476da6236470,temperature,0.16031100000000012,[20.38568338]
136,1ec96258-c5b0-4ace-b138-d4b6ebb94077,acceleration_x,0.17031100000000013,[64.93532312]
137,294906ee-7119-43a0-8b2d-960a8b5b3d34,acceleration_x,0.17031100000000013,[66.53143112]
138,22752219-cefa-4fea-8cbb-590e90be031b,acceleration_x,0.17031100000000013,[64.56401106]
139,21bc6e03-949d-4895-bdc5-3813f477c650,pressure,0.17031100000000013,[90006.29997267]
140,3c25aa65-242d-4527-b812-75d7b481ee66,pressure,0.17031100000000013,[90002.83423741]
141,5e32df81-1a9f-4453-973c-42dc35df8763,pressure,0.17031100000000013,[89977.15448644]
142,cd4c5737-afe1-4d57-8744-e9d47648f074,temperature,0.17031100000000013,[20.28891567]
143,eab2f675-3fc2-40ce-a371-b1a2ea1c9c7d,temperature,0.17031100000000013,[20.19536478]
144,94e18422-443a-46a7-9bfc-476da6236470,temperature,0.17031100000000013,[20.1841456]
145,1ec96258-c5b0-4ace-b138-d4b6ebb94077,acceleration_x,0.18031100000000014,[63.52830103]
146,294906ee-7119-43a0-8b2d-960a8b5b3d34,acceleration_x,0.18031100000000014,[63.83417962]
147,22752219-cefa-4fea-8cbb-590e90be031b,acceleration_x,0.18031100000000014,[63.90392379]
148,21bc6e03-949d-4895-bdc5-3813f477c650,pressure,0.18031100000000014,[89998.70068462]
149,3c25aa65-242d-4527-b812-75d7b481ee66,pressure,0.18031100000000014,[89990.96127054]
150,5e32df81-1a9f-4453-973c-42dc35df8763,pressure,0.18031100000000014,[89967.74142536]
151,cd4c5737-afe1-4d57-8744-e9d47648f074,temperature,0.18031100000000014,[20.01845022]
152,eab2f675-3fc2-40ce-a371-b1a2ea1c9c7d,temperature,0.18031100000000014,[20.53902575]
153,94e18422-443a-46a7-9bfc-476da6236470,temperature,0.18031100000000014,[19.37385833]
154,1ec96258-c5b0-4ace-b138-d4b6ebb94077,acceleration_x,0.19031100000000015,[66.10076209]
155,294906ee-7119-43a0-8b2d-960a8b5b3d34,acceleration_x,0.19031100000000015,[64.44582983]
156,22752219-cefa-4fea-8cbb-590e90be031b,acceleration_x,0.19031100000000015,[65.56330044]
157,21bc6e03-949d-4895-bdc5-3813f477c650,pressure,0.19031100000000015,[90014.04560286]
158,3c25aa65-242d-4527-b812-75d7b481ee66,pressure,0.19031100000000015,[89989.90234028]
159,5e32df81-1a9f-4453-973c-42dc35df8763,pressure,0.19031100000000015,[89988.51460053]
160,cd4c5737-afe1-4d57-8744-e9d47648f074,temperature,0.19031100000000015,[21.6234417]
161,eab2f675-3fc2-40ce-a371-b1a2ea1c9c7d,temperature,0.19031100000000015,[19.79865982]
162,94e18422-443a-46a7-9bfc-476da6236470,temperature,0.19031100000000015,[19.99599279]
163,1ec96258-c5b0-4ace-b138-d4b6ebb94077,acceleration_x,0.20031100000000016,[62.57531137]
164,294906ee-7119-43a0-8b2d-960a8b5b3d34,acceleration_x,0.20031100000000016,[66.70706302]
165,22752219-cefa-4fea-8cbb-590e90be031b,acceleration_x,0.20031100000000016,[66.06806869]
166,21bc6e03-949d-4895-bdc5-3813f477c650,pressure,0.20031100000000016,[89978.28849781]
167,3c25aa65-242d-4527-b812-75d7b481ee66,pressure,0.20031100000000016,[89986.19795392]
168,5e32df81-1a9f-4453-973c-42dc35df8763,pressure,0.20031100000000016,[89983.63330608]
169,cd4c5737-afe1-4d57-8744-e9d47648f074,temperature,0.20031100000000016,[19.72083941]
170,eab2f675-3fc2-40ce-a371-b1a2ea1c9c7d,temperature,0.20031100000000016,[20.39391288]
171,94e18422-443a-46a7-9bfc-476da6236470,temperature,0.20031100000000016,[20.03926592]
172,1ec96258-c5b0-4ace-b138-d4b6ebb94077,acceleration_x,0.21031100000000016,[65.20141298]
173,294906ee-7119-43a0-8b2d-960a8b5b3d34,acceleration_x,0.21031100000000016,[65.525181]
174,22752219-cefa-4fea-8cbb-590e90be031b,acceleration_x,0.21031100000000016,[66.59816853]
175,21bc6e03-949d-4895-bdc5-3813f477c650,pressure,0.21031100000000016,[90014.65828213]
176,3c25aa65-242d-4527-b812-75d7b481ee66,pressure,0.21031100000000016,[89978.91004879]
177,5e32df81-1a9f-4453-973c-42dc35df8763,pressure,0.21031100000000016,[89982.73667308]
178,cd4c5737-afe1-4d57-8744-e9d47648f074,temperature,0.21031100000000016,[20.04195017]
179,eab2f675-3fc2-40ce-a371-b1a2ea1c9c7d,temperature,0.21031100000000016,[19.15308163]
180,94e18422-443a-46a7-9bfc-476da6236470,temperature,0.21031100000000016,[20.32453804]
181,1ec96258-c5b0-4ace-b138-d4b6ebb94077,acceleration_x,0.22031100000000017,[67.37910204]
182,294906ee-7119-43a0-8b2d-960a8b5b3d34,acceleration_x,0.22031100000000017,[65.02256191]
183,22752219-cefa-4fea-8cbb-590e90be031b,acceleration_x,0.22031100000000017,[65.55594508]
184,21bc6e03-949d-4895-bdc5-3813f477c650,pressure,0.22031100000000017,[89990.61995344]
185,3c25aa65-242d-4527-b812-75d7b481ee66,pressure,0.22031100000000017,[90008.41190839]
186,5e32df81-1a9f-4453-973c-42dc35df8763,pressure,0.22031100000000017,[89978.92835643]
187,cd4c5737-afe1-4d57-8744-e9d47648f074,temperature,0.22031100000000017,[19.88924749]
188,eab2f675-3fc2-40ce-a371-b1a2ea1c9c7d,temperature,0.22031100000000017,[20.00546415]
189,94e18422-443a-46a7-9bfc-476da6236470,temperature,0.22031100000000017,[19.63535772]
190,1ec96258-c5b0-4ace-b138-d4b6ebb94077,acceleration_x,0.23031100000000018,[65.73607312]
191,294906ee-7119-43a0-8b2d-960a8b5b3d34,acceleration_x,0.23031100000000018,[64.98047309]
192,22752219-cefa-4fea-8cbb-590e90be031b,acceleration_x,0.23031100000000018,[64.29124591]
193,21bc6e03-949d-4895-bdc5-3813f477c650,pressure,0.23031100000000018,[89970.02870796]
194,3c25aa65-242d-4527-b812-75d7b481ee66,pressure,0.23031100000000018,[89986.67825209]
195,5e32df81-1a9f-4453-973c-42dc35df8763,pressure,0.23031100000000018,[90002.71871326]
196,cd4c5737-afe1-4d57-8744-e9d47648f074,temperature,0.23031100000000018,[20.17408844]
197,eab2f675-3fc2-40ce-a371-b1a2ea1c9c7d,temperature,0.23031100000000018,[19.85468214]
198,94e18422-443a-46a7-9bfc-476da6236470,temperature,0.23031100000000018,[20.37231387]
199,1ec96258-c5b0-4ace-b138-d4b6ebb94077,acceleration_x,0.2403110000000002,[64.9628842]
200,294906ee-7119-43a0-8b2d-960a8b5b3d34,acceleration_x,0.2403110000000002,[64.64126281]
201,22752219-cefa-4fea-8cbb-590e90be031b,acceleration_x,0.2403110000000002,[68.56627327]
202,21bc6e03-949d-4895-bdc5-3813f477c650,pressure,0.2403110000000002,[89993.70364381]
203,3c25aa65-242d-4527-b812-75d7b481ee66,pressure,0.2403110000000002,[90000.21484824]
204,5e32df81-1a9f-4453-973c-42dc35df8763,pressure,0.2403110000000002,[89971.39149343]
205,cd4c5737-afe1-4d57-8744-e9d47648f074,temperature,0.2403110000000002,[20.68971445]
206,eab2f675-3fc2-40ce-a371-b1a2ea1c9c7d,temperature,0.2403110000000002,[20.12808656]
207,94e18422-443a-46a7-9bfc-476da6236470,temperature,0.2403110000000002,[20.36256704]
208,1ec96258-c5b0-4ace-b138-d4b6ebb94077,acceleration_x,0.2504110000000002,[67.10609389]
209,294906ee-7119-43a0-8b2d-960a8b5b3d34,acceleration_x,0.2504110000000002,[62.3377146]
210,22752219-cefa-4fea-8cbb-590e90be031b,acceleration_x,0.2504110000000002,[66.00232582]
211,21bc6e03-949d-4895-bdc5-3813f477c650,pressure,0.2504110000000002,[89987.44467272]
212,3c25aa65-242d-4527-b812-75d7b481ee66,pressure,0.2504110000000002,[89992.44084769]
213,5e32df81-1a9f-4453-973c-42dc35df8763,pressure,0.2504110000000002,[89989.43141901]
214,cd4c5737-afe1-4d57-8744-e9d47648f074,temperature,0.2504110000000002,[20.966041]
215,eab2f675-3fc2-40ce-a371-b1a2ea1c9c7d,temperature,0.2504110000000002,[19.91804602]
216,94e18422-443a-46a7-9bfc-476da6236470,temperature,0.2504110000000002,[20.34845246]
217,1ec96258-c5b0-4ace-b138-d4b6ebb94077,acceleration_x,0.2604110000000002,[64.93752231]
218,294906ee-7119-43a0-8b2d-960a8b5b3d34,acceleration_x,0.2604110000000002,[66.11915389]
219,22752219-cefa-4fea-8cbb-590e90be031b,acceleration_x,0.2604110000000002,[65.88315815]
220,21bc6e03-949d-4895-bdc5-3813f477c650,pressure,0.2604110000000002,[89988.59670382]
221,3c25aa65-242d-4527-b812-75d7b481ee66,pressure,0.2604110000000002,[89973.11365835]
222,5e32df81-1a9f-4453-973c-42dc35df8763,pressure,0.2604110000000002,[89990.49898303]
223,cd4c5737-afe1-4d57-8744-e9d47648f074,temperature,0.2604110000000002,[19.15168767]
224,eab2f675-3fc2-40ce-a371-b1a2ea1c9c7d,temperature,0.2604110000000002,[20.50635174]
225,94e18422-443a-46a7-9bfc-476da6236470,temperature,0.2604110000000002,[20.00639726]
226,1ec96258-c5b0-4ace-b138-d4b6ebb94077,acceleration_x,0.27041100000000023,[64.01256823]
227,294906ee-7119-43a0-8b2d-960a8b5b3d34,acceleration_x,0.27041100000000023,[65.54630683]
228,22752219-cefa-4fea-8cbb-590e90be031b,acceleration_x,0.27041100000000023,[64.44783577]
229,21bc6e03-949d-4895-bdc5-3813f477c650,pressure,0.27041100000000023,[89965.18322935]
230,3c25aa65-242d-4527-b812-75d7b481ee66,pressure,0.27041100000000023,[89996.05251612]
231,5e32df81-1a9f-4453-973c-42dc35df8763,pressure,0.27041100000000023,[90016.12963238]
232,cd4c5737-afe1-4d57-8744-e9d47648f074,temperature,0.27041100000000023,[19.77618818]
233,eab2f675-3fc2-40ce-a371-b1a2ea1c9c7d,temperature,0.27041100000000023,[20.02364823]
234,94e18422-443a-46a7-9bfc-476da6236470,temperature,0.27041100000000023,[20.1542372]
235,1ec96258-c5b0-4ace-b138-d4b6ebb94077,acceleration_x,0.28041100000000024,[66.20427551]
236,294906ee-7119-43a0-8b2d-960a8b5b3d34,acceleration_x,0.28041100000000024,[68.57674127]
237,22752219-cefa-4fea-8cbb-590e90be031b,acceleration_x,0.28041100000000024,[66.35851765]
238,21bc6e03-949d-4895-bdc5-3813f477c650,pressure,0.28041100000000024,[89998.30389696]
239,3c25aa65-242d-4527-b812-75d7b481ee66,pressure,0.28041100000000024,[89956.87771612]
240,5e32df81-1a9f-4453-973c-42dc35df8763,pressure,0.28041100000000024,[89988.58225968]
241,cd4c5737-afe1-4d57-8744-e9d47648f074,temperature,0.28041100000000024,[19.90818109]
242,eab2f675-3fc2-40ce-a371-b1a2ea1c9c7d,temperature,0.28041100000000024,[20.59418547]
243,94e18422-443a-46a7-9bfc-476da6236470,temperature,0.28041100000000024,[20.50909677]
244,1ec96258-c5b0-4ace-b138-d4b6ebb94077,acceleration_x,0.29041100000000025,[66.85447049]
245,294906ee-7119-43a0-8b2d-960a8b5b3d34,acceleration_x,0.29041100000000025,[66.55526181]
246,22752219-cefa-4fea-8cbb-590e90be031b,acceleration_x,0.29041100000000025,[64.81112669]
247,21bc6e03-949d-4895-bdc5-3813f477c650,pressure,0.29041100000000025,[89951.42666073]
248,3c25aa65-242d-4527-b812-75d7b481ee66,pressure,0.29041100000000025,[89978.60659]
249,5e32df81-1a9f-4453-973c-42dc35df8763,pressure,0.29041100000000025,[90007.99868973]
250,cd4c5737-afe1-4d57-8744-e9d47648f074,temperature,0.29041100000000025,[20.11375979]
251,eab2f675-3fc2-40ce-a371-b1a2ea1c9c7d,temperature,0.29041100000000025,[20.00806526]
252,94e18422-443a-46a7-9bfc-476da6236470,temperature,0.29041100000000025,[20.27855375]
253,1ec96258-c5b0-4ace-b138-d4b6ebb94077,acceleration_x,0.30041100000000026,[65.79050739]
254,294906ee-7119-43a0-8b2d-960a8b5b3d34,acceleration_x,0.30041100000000026,[64.4332464]
255,22752219-cefa-4fea-8cbb-590e90be031b,acceleration_x,0.30041100000000026,[66.30264876]
256,21bc6e03-949d-4895-bdc5-3813f477c650,pressure,0.30041100000000026,[90003.74155156]
257,3c25aa65-242d-4527-b812-75d7b481ee66,pressure,0.30041100000000026,[89963.80519006]
258,5e32df81-1a9f-4453-973c-42dc35df8763,pressure,0.30041100000000026,[89956.65265358]
259,cd4c5737-afe1-4d57-8744-e9d47648f074,temperature,0.30041100000000026,[19.42024734]
260,eab2f675-3fc2-40ce-a371-b1a2ea1c9c7d,temperature,0.30041100000000026,[19.90384181]
261,94e18422-443a-46a7-9bfc-476da6236470,temperature,0.30041100000000026,[19.86263752]
262,1ec96258-c5b0-4ace-b138-d4b6ebb94077,acceleration_x,0.31041100000000027,[65.34622557]
263,294906ee-7119-43a0-8b2d-960a8b5b3d34,acceleration_x,0.31041100000000027,[64.75442847]
264,22752219-cefa-4fea-8cbb-590e90be031b,acceleration_x,0.31041100000000027,[66.34255016]
265,21bc6e03-949d-4895-bdc5-3813f477c650,pressure,0.31041100000000027,[89989.6278158]
266,3c25aa65-242d-4527-b812-75d7b481ee66,pressure,0.31041100000000027,[89967.73686938]
267,5e32df81-1a9f-4453-973c-42dc35df8763,pressure,0.31041100000000027,[89967.49517239]
268,cd4c5737-afe1-4d57-8744-e9d47648f074,temperature,0.31041100000000027,[20.36970075]
269,eab2f675-3fc2-40ce-a371-b1a2ea1c9c7d,temperature,0.31041100000000027,[20.07179772]
270,94e18422-443a-46a7-9bfc-476da6236470,temperature,0.31041100000000027,[19.25214156]
271,1ec96258-c5b0-4ace-b138-d4b6ebb94077,acceleration_x,0.3204110000000003,[67.35953135]
272,294906ee-7119-43a0-8b2d-960a8b5b3d34,acceleration_x,0.3204110000000003,[64.83500104]
273,22752219-cefa-4fea-8cbb-590e90be031b,acceleration_x,0.3204110000000003,[65.23149288]
274,21bc6e03-949d-4895-bdc5-3813f477c650,pressure,0.3204110000000003,[89981.15229163]
275,3c25aa65-242d-4527-b812-75d7b481ee66,pressure,0.3204110000000003,[89979.06108687]
276,5e32df81-1a9f-4453-973c-42dc35df8763,pressure,0.3204110000000003,[89986.8346532]
277,cd4c5737-afe1-4d57-8744-e9d47648f074,temperature,0.3204110000000003,[20.17333282]
